Location,Latitude,Longitude,Year,Magnitude
Unknown,8.018,94.063,2005,5.5
Unknown,8.25,94.038,2005,5.6
Unknown,7.33,92.482,2005,6.3
Unknown,13.635,93.011,2005,5.1
Unknown,14.554,92.938,2005,5.5
Unknown,6.437,93.348,2005,5.2
Unknown,10.622,92.019,2005,5
Unknown,14.57,92.594,2005,5
Unknown,8.662,93.616,2005,5
Unknown,14.57,92.387,2005,5.5
Unknown,8.861,93.251,2005,5.1
Unknown,10.528,92.282,2005,5.5
Unknown,7.59,92.4,2005,5.3
Unknown,10.641,91.925,2005,5.1
Unknown,8.765,93.564,2005,5.3
Unknown,10.906,91.795,2005,5.5
Unknown,14.105,93.123,2005,5
Unknown,10.804,93.606,2005,5.3
Unknown,6.974,91.963,2005,5.3
Unknown,6.938,91.908,2005,5.4
Unknown,6.725,93.03,2005,5.1
Unknown,10.556,91.727,2005,5.7
Unknown,10.609,92.385,2005,5.2
Unknown,10.672,92.362,2005,6.1
Unknown,10.576,92.22,2005,5.1
Unknown,6.36,92.787,2005,6.4
Unknown,9.026,92.626,2005,5.2
Unknown,7.192,92.765,2005,5.5
Unknown,7.136,92.7,2005,5.1
Unknown,7.336,94.455,2005,6.1
Unknown,8.115,93.218,2005,5.5
Unknown,10.843,91.782,2005,5
Unknown,8.782,93.057,2005,5
Unknown,7.034,92.462,2005,5.2
Unknown,7.293,93.919,2005,5
Unknown,9.435,93.895,2004,5.3
Unknown,7.019,92.596,2004,5
Unknown,6.204,92.913,2004,6
Unknown,7.636,93.947,2004,5.6
Unknown,11.083,91.988,2004,5.1
Unknown,7.12,92.533,2004,6.1
Unknown,20.951,97.758,2004,5.1
Unknown,12.237,92.515,2004,5.7
Unknown,6.76,92.906,2004,5.4
Unknown,19.922,95.955,2004,5
Unknown,7.861,92.072,2004,5.2
Unknown,10.327,93.693,2004,5.3
Unknown,13.745,93.13,2004,5.2
Unknown,7.673,93.762,2004,5
Unknown,9.358,93.145,2004,5
Unknown,13.236,92.691,2004,5.4
Unknown,9.606,93.602,2004,5.4
Unknown,8.822,93.088,2004,5.9
Unknown,8.791,93.198,2004,6.2
Unknown,13.3,92.66,2004,5.4
Unknown,9.109,93.756,2004,6.1
Unknown,8.378,93.156,2004,5.9
Unknown,9.344,93.052,2004,5
Unknown,11.076,92.122,2004,5
Unknown,6.718,93.004,2004,5.2
Unknown,13.847,92.846,2004,5.1
Unknown,8.955,93.77,2004,5.4
Unknown,10.064,93.159,2004,5
Unknown,9.488,93.699,2004,5.2
Unknown,9.937,93.801,2004,5.4
Unknown,10.419,93.023,2004,5.2
Unknown,10.546,92.353,2004,5.3
Unknown,9.45,93.711,2004,5.4
Unknown,6.82,92.813,2004,5
Unknown,7.655,94.135,2004,5.5
Unknown,8.738,92.646,2004,5.1
Unknown,7.994,91.89,2004,5.4
Unknown,9.779,92.985,2004,5
Unknown,6.391,92.164,2004,5.2
Unknown,8.948,93.682,2004,5.3
Unknown,7.064,91.786,2004,5.7
Unknown,8.547,93.686,2004,5.3
Unknown,7.814,92.151,2004,5.2
Unknown,8.971,92.36,2004,5
Unknown,11.489,92.494,2004,5.1
Unknown,11.586,92.499,2004,5.5
Unknown,9.298,93.817,2004,5
Unknown,10.592,93.588,2004,5.2
Unknown,12.35,92.469,2004,5.6
Unknown,8.546,93.873,2004,5.2
Unknown,12.805,92.684,2004,5
Unknown,8.075,92.296,2004,5.1
Unknown,13.657,93.05,2004,5.3
Unknown,13.681,93.039,2004,5.4
Unknown,7.512,92.645,2004,5
Unknown,7.706,92.645,2004,5.7
Unknown,6.477,93.279,2004,5.6
Unknown,7.94,93.483,2004,5
Unknown,8.021,92.101,2004,5.2
Unknown,6,93.214,2004,5.2
Unknown,6.829,92.596,2004,5
Unknown,6.254,93.455,2004,5.2
Unknown,7.849,94.112,2004,5.2
Unknown,6.755,92.583,2004,5
Unknown,12.982,92.395,2004,5.8
Unknown,9.088,93.663,2004,5.4
Unknown,8.472,92.394,2004,5.5
Unknown,9.294,91.969,2004,5.1
Unknown,13.71,92.953,2004,5.5
Unknown,9.425,93.658,2004,5.1
Unknown,6.319,93.318,2004,5.3
Unknown,8.058,92.198,2004,5
Unknown,8.953,94.036,2004,5
Unknown,12.861,92.484,2004,5.1
Unknown,13.599,92.852,2004,5
Unknown,8.93,93.974,2004,5.2
Unknown,7.442,94.216,2004,5
Unknown,6.731,92.982,2004,5.3
Unknown,13.59,92.91,2004,5.7
Unknown,11.465,92.184,2004,5.3
Unknown,8.298,92.357,2004,5.1
Unknown,13.496,92.923,2004,5
Unknown,7.715,94.034,2004,5.2
Unknown,10.428,93.909,2004,5.1
Unknown,11.57,92.41,2004,5.4
Unknown,12.188,92.6,2004,5.4
Unknown,6.388,93.254,2004,5.2
Unknown,13.533,92.84,2004,6.2
Unknown,12.448,92.439,2004,5.4
Unknown,10.07,93.834,2004,5.5
Unknown,10.19,93.677,2004,5.3
Unknown,7.633,92.314,2004,5.5
Unknown,6.531,92.83,2004,5.4
Unknown,8.7,92.62,2004,5.4
Unknown,13.462,92.738,2004,6.3
Unknown,8.857,93.738,2004,5.5
Unknown,10.253,94.305,2004,5.1
Unknown,7.178,93.756,2004,5.4
Unknown,8.879,92.375,2004,6.6
Unknown,7.061,94.387,2004,5
Unknown,7.309,92.186,2004,5.2
Unknown,8.895,93.479,2004,5.2
Unknown,7.478,92.362,2004,5.3
Unknown,8.128,94.066,2004,5.5
Unknown,7.808,93.428,2004,5.95
Unknown,13.13,93.035,2004,5.7
Unknown,7.422,92.637,2004,5.1
Unknown,10.363,93.747,2004,5.6
Unknown,9.362,93.701,2004,5.4
Unknown,10.984,92.282,2004,5.5
Unknown,6.651,92.963,2004,5.4
Unknown,10.677,92.325,2004,5.4
Unknown,9.308,93.912,2004,5.1
Unknown,8.273,94.057,2004,5.7
Unknown,6.451,93.428,2004,5.2
Unknown,12.159,92.397,2004,5.3
Unknown,9.318,94.039,2004,5.4
Unknown,8.46,92.281,2004,5.1
Unknown,9.156,93.891,2004,5.2
Unknown,9.031,92.462,2004,5
Unknown,9.456,92.175,2004,5.4
Unknown,9.296,92.212,2004,5.3
Unknown,8.966,93.427,2004,5.2
Unknown,11.068,92,2004,5.3
Unknown,8.867,93.751,2004,5.2
Unknown,8.532,93.88,2004,5.4
Unknown,9.123,93.843,2004,5.2
Unknown,6.992,93.175,2004,5
Unknown,7.888,93.991,2004,5.2
Unknown,6.91,92.958,2004,7.2
Unknown,8.962,93.722,2004,5.3
Unknown,6.789,94.082,2004,5.5
Unknown,6.478,92.886,2004,5.1
Unknown,6.722,93.33,2004,5
Unknown,13.465,92.736,2004,5.2
Unknown,7.21,92.924,2004,5.6
Unknown,7.439,94.264,2004,5.4
Unknown,13.745,93.009,2004,5.9
Unknown,8.192,92.456,2004,5.1
Unknown,8.615,92.326,2004,5.5
Unknown,12.504,92.604,2004,5.8
Unknown,8.463,92.607,2004,5.2
Unknown,7.484,92.432,2004,5.4
Unknown,8.493,92.353,2004,5.6
Unknown,12.183,92.936,2004,5.8
Unknown,6.717,93.077,2004,5.1
Unknown,8.868,92.467,2004,5.7
Unknown,12.321,92.499,2004,5.7
Unknown,12.258,92.275,2004,5.3
Unknown,6.17,93.473,2004,5.6
Unknown,6.848,94.667,2004,6
Unknown,8.389,92.454,2004,5.3
Unknown,10.382,92.119,2004,5.2
Unknown,7.764,93.713,2004,5.5
Unknown,8.826,93.708,2004,5.5
Unknown,20.908,97.71,2004,5.8
Unknown,7.421,93.985,2004,6
Unknown,6.34,93.361,2004,6.1
Unknown,35.677,93.178,2004,5
Unknown,24.757,92.539,2004,5.4
Unknown,9.541,93.503,2004,5.3
Unknown,35.267,74.52,2004,5.1
Unknown,35.367,74.409,2004,5
Unknown,31.024,81.154,2004,5.6
Unknown,29.773,95.515,2004,5
Unknown,15.814,95.879,2004,5.7
Unknown,32.542,92.19,2004,5.5
Unknown,30.922,69.769,2004,5.4
Unknown,12.43,94.998,2004,5.6
Unknown,12.27,94.942,2004,5
Unknown,12.445,95.003,2004,5.6
Unknown,12.385,94.948,2004,5.1
Unknown,12.455,94.997,2004,5.9
Unknown,30.714,83.633,2004,5
Unknown,12.405,95.016,2004,5.6
Unknown,33.426,69.524,2004,5.2
Unknown,35.875,70.579,2004,5.4
Unknown,30.694,83.672,2004,6.2
Unknown,34.093,89.349,2004,5.3
Unknown,35.77,92.681,2004,5.3
Unknown,11.051,95.103,2004,5
Unknown,27.099,97.219,2004,5
Unknown,34.079,89.285,2004,5.3
Unknown,7.314,93.572,2004,5
Unknown,29.528,68.407,2004,5.1
Unknown,13.089,93.187,2004,5.2
Unknown,33.998,89.218,2004,5.2
Unknown,8.904,94.022,2004,5.6
Unknown,8.837,93.919,2004,5
Unknown,8.86,94,2004,5.3
Unknown,13.107,93.218,2004,5.1
Unknown,33.944,89.2,2004,5.1
Unknown,33.957,89.265,2004,5.1
Unknown,34.132,89.275,2004,5.2
Unknown,33.931,89.292,2004,5
Unknown,33.954,89.179,2004,6
Unknown,34.006,89.235,2004,5
Unknown,33.962,89.235,2004,5.4
Unknown,31.639,91.236,2004,5.6
Unknown,33.291,91.953,2004,5
Unknown,12.959,93.135,2004,5.5
Unknown,34.798,73.206,2004,5.4
Unknown,34.774,73.216,2004,5.5
Unknown,19.852,95.698,2003,5.2
Unknown,19.886,95.952,2003,5.1
Unknown,31.288,70.071,2003,5
Unknown,13.037,93.245,2003,5.4
Unknown,19.808,95.742,2003,5.3
Unknown,19.917,95.672,2003,6.6
Unknown,29.573,95.605,2003,5.5
Unknown,12.124,93.53,2003,6
Unknown,26.687,97.036,2003,5
Unknown,23.689,70.435,2003,5
Unknown,22.825,92.343,2003,5.5
Unknown,22.854,92.306,2003,5.7
Unknown,6.678,93.601,2003,5.6
Unknown,12.563,95.627,2003,5
Unknown,12.643,94.981,2003,5.3
Unknown,12.014,94.969,2003,5.1
Unknown,34.606,89.475,2003,5.8
Unknown,35.705,93.711,2003,5
Unknown,35.802,80.653,2003,5
Unknown,32.609,92.337,2003,5.1
Unknown,32.588,92.425,2003,5.1
Unknown,32.681,93.094,2003,5.2
Unknown,35.973,70.548,2003,5.2
Unknown,35.976,70.585,2003,5.9
Unknown,12.518,92.564,2003,5.9
Unknown,27.264,89.331,2003,5.5
Unknown,32.512,93.787,2003,5.1
Unknown,7.844,94.203,2003,5.2
Unknown,12.95,95.607,2003,5.1
Unknown,7.774,93.845,2003,5.2
Unknown,19.888,95.238,2003,5
Unknown,29.8,88.006,2003,5.1
Unknown,12.922,95.552,2003,5.3
Unknown,35.704,69.868,2002,5.5
Unknown,35.301,74.494,2002,5
Unknown,8.844,94.065,2002,5
Unknown,19.379,94.513,2002,5.6
Unknown,28.64,95.082,2002,5.1
Unknown,35.407,74.549,2002,5
Unknown,35.414,74.515,2002,6.3
Unknown,17.212,93.756,2002,5
Unknown,13.25,95.698,2002,5.4
Unknown,35.415,74.6,2002,5.3
Unknown,12.701,92.856,2002,5.8
Unknown,35.652,74.419,2002,5.2
Unknown,35.517,74.654,2002,5.4
Unknown,35.141,96.097,2002,5.4
Unknown,6.03,94.419,2002,5.7
Unknown,35.654,93.129,2002,5.1
Unknown,21.183,93.528,2002,5.1
Unknown,33.364,93.567,2002,5.1
Unknown,13.112,93.168,2002,5.5
Unknown,13.054,93.175,2002,5
Unknown,13.055,93.157,2002,5.8
Unknown,12.952,93.107,2002,5.1
Unknown,13.036,93.068,2002,6.5
Unknown,29.871,87.878,2002,5
Unknown,8.337,93.432,2002,5.1
Unknown,30.797,69.979,2002,5.8
Unknown,34.132,94.495,2002,5.6
Unknown,30.595,81.44,2002,5.6
Unknown,9.835,93.592,2002,5
Unknown,35.883,69.259,2002,5.1
Unknown,35.959,69.417,2002,5.9
Unknown,35.951,69.199,2002,5.1
Unknown,35.952,69.237,2002,5.1
Unknown,33.123,75.91,2002,5.3
Unknown,35.729,92.77,2001,5.3
Unknown,27.15,88.171,2001,5.1
Unknown,35.583,93.928,2001,5.1
Unknown,29.51,81.739,2001,5.1
Unknown,29.548,81.745,2001,5.4
Unknown,29.606,81.752,2001,5.5
Unknown,35.763,93.672,2001,5.4
Unknown,35.712,93.689,2001,5.4
Unknown,35.726,93.691,2001,5.6
Unknown,35.596,94.491,2001,5.3
Unknown,35.65,93.958,2001,5
Unknown,35.61,93.977,2001,5.2
Unknown,35.753,94.023,2001,5.1
Unknown,35.647,93.881,2001,5.4
Unknown,35.726,93.384,2001,5.6
Unknown,35.946,90.541,2001,7.8
Unknown,27.268,91.919,2001,5.2
Unknown,21.068,93.655,2001,5
Unknown,18.896,92.375,2001,5.2
Unknown,11.956,80.214,2001,5.2
Unknown,6.322,94.774,2001,5.5
Unknown,24.432,94.992,2001,5.1
Unknown,12.224,93.352,2001,5.9
Unknown,33.165,95.6,2001,5.5
Unknown,27.957,85.178,2001,5
Unknown,33.014,73.121,2001,5.1
Unknown,30.983,69.773,2001,5.2
Unknown,35.169,69.389,2001,5
Unknown,30.131,69.742,2001,5.1
Unknown,12.277,93.525,2001,5.2
Unknown,28.872,87.162,2001,5.2
Unknown,24.627,95.042,2001,5.3
Unknown,8.656,94.013,2001,6
Unknown,8.725,93.958,2001,5.4
Unknown,32.401,69.444,2001,5.3
Unknown,34.369,86.902,2001,5.9
Unknown,23.896,93.695,2001,5.2
Unknown,23.568,70.072,2001,5.4
Unknown,23.654,70.425,2001,5.1
Unknown,23.655,70.435,2001,5.3
Unknown,23.252,70.387,2001,5.4
Unknown,23.507,70.517,2001,5.8
Unknown,23.316,69.981,2001,5.5
Unknown,23.249,70.348,2001,5.1
Unknown,23.272,69.964,2001,5.2
Unknown,23.245,69.836,2001,5.3
Unknown,23.419,70.232,2001,7.7
Unknown,35.868,90.55,2000,5.4
Unknown,21.692,92.908,2000,5.5
Unknown,9.938,92.978,2000,5.6
Unknown,12.688,95.282,2000,5
Unknown,32.742,92.237,2000,5.2
Unknown,32.673,92.231,2000,5.1
Unknown,9.98,92.86,2000,5.3
Unknown,23.866,94.863,2000,5.6
Unknown,10.002,92.952,2000,5.9
Unknown,24.38,97.81,2000,5.4
Unknown,34.144,95.118,2000,5
Unknown,6.422,95.456,2000,5.7
Unknown,17.367,73.849,2000,5.2
Unknown,34.772,73.029,2000,5
Unknown,32.795,92.202,2000,5.4
Unknown,24.51,94.686,2000,5.2
Unknown,35.249,77.447,2000,5.4
Unknown,26.587,97.018,2000,5.1
Unknown,26.856,97.238,2000,6.3
Unknown,35.975,70.657,2000,6.3
Unknown,32.962,95.48,2000,5.2
Unknown,17.099,73.672,2000,5
Unknown,23.07,94.196,2000,5.1
Unknown,33.997,90.847,2000,5.1
Unknown,30.973,95.502,2000,5.2
Unknown,27.663,92.631,2000,5.2
Unknown,32.222,92.7,2000,5.5
Unknown,27.559,92.498,2000,5
Unknown,7.142,94.311,1999,5.2
Unknown,12.593,95.136,1999,5
Unknown,13.111,92.265,1999,5
Unknown,30.07,69.412,1999,5.1
Unknown,26.26,91.926,1999,5.2
Unknown,8.355,93.826,1999,5.2
Unknown,34.674,70.938,1999,5.2
Unknown,18.389,96.228,1999,5.2
Unknown,28.442,86.733,1999,5.2
Unknown,29.999,69.397,1999,5.5
Unknown,21.544,91.895,1999,5.2
Unknown,30.069,69.419,1999,5.7
Unknown,30.01,69.372,1999,5
Unknown,30.098,69.444,1999,5.6
Unknown,32.892,93.771,1999,5.4
Unknown,33.237,73.224,1999,5
Unknown,11.781,94.987,1999,5.3
Unknown,30.414,79.321,1999,5.1
Unknown,24.908,93.678,1999,5.6
Unknown,30.376,79.335,1999,5.3
Unknown,30.315,79.387,1999,5.4
Unknown,30.512,79.403,1999,6.6
Unknown,23.307,93.722,1999,5
Unknown,34.259,69.364,1999,6
Unknown,26.345,93.499,1998,5
Unknown,27.753,87.894,1998,5.1
Unknown,8.698,93.95,1998,5.1
Unknown,11.052,92.514,1998,5.2
Unknown,11.061,92.461,1998,5
Unknown,23.743,94.683,1998,5.4
Unknown,7.557,94.281,1998,5.4
Unknown,30.203,88.298,1998,5.2
Unknown,29.948,88.117,1998,5.2
Unknown,27.77,92.812,1998,5
Unknown,27.85,86.941,1998,5.6
Unknown,30.044,88.077,1998,5
Unknown,30.191,88.15,1998,5
Unknown,30.079,88.109,1998,5.9
Unknown,27.555,90.977,1998,5.2
Unknown,7.324,94.305,1998,6
Unknown,7.347,94.355,1998,5.4
Unknown,29.329,68.74,1998,5.4
Unknown,30.375,88.192,1998,5.1
Unknown,30.134,88.173,1998,5.8
Unknown,27.325,91.027,1998,5.2
Unknown,29.949,69.359,1998,5.1
Unknown,10.151,93.957,1998,5.2
Unknown,27.105,71.802,1998,5.2
Unknown,24.932,95.311,1998,5.5
Unknown,34.516,70.674,1998,5
Unknown,35.011,86.526,1998,5.1
Unknown,9.354,93.618,1998,5.4
Unknown,25.384,96.609,1997,5.8
Unknown,7.371,94.119,1997,5
Unknown,7.466,94.218,1997,5
Unknown,7.577,94.279,1997,5
Unknown,29.631,68.343,1997,5.1
Unknown,27.475,87.175,1997,5
Unknown,27.618,87.347,1997,5.1
Unknown,22.212,92.702,1997,6.1
Unknown,6.878,94.204,1997,5.1
Unknown,33.678,88.281,1997,5.3
Unknown,35.069,87.325,1997,7.5
Unknown,29.078,85.383,1997,5.5
Unknown,29.552,89.698,1997,5.3
Unknown,35.772,80.661,1997,5.3
Unknown,6.454,94.603,1997,5
Unknown,30.077,68.004,1997,5.6
Unknown,30.291,96.978,1997,5.2
Unknown,23.887,93.159,1997,5.3
Unknown,26.811,91.793,1997,5
Unknown,29.591,68.403,1997,5
Unknown,21.818,94.884,1997,5.4
Unknown,30.121,68.033,1997,5.2
Unknown,35.946,70.766,1997,5
Unknown,34.893,73.683,1997,5
Unknown,23.083,80.041,1997,5.8
Unknown,30.285,96.993,1997,5.2
Unknown,34.257,89.833,1997,5
Unknown,24.894,92.25,1997,6
Unknown,12.249,93.357,1997,5
Unknown,22.574,94.459,1997,5.3
Unknown,32.932,84.612,1997,5.4
Unknown,30.136,68.022,1997,5.9
Unknown,29.422,68.79,1997,5.7
Unknown,29.767,68.322,1997,5.1
Unknown,29.976,68.208,1997,7.1
Unknown,35.687,95.819,1997,5.5
Unknown,27.946,85.127,1997,5.2
Unknown,8.858,93.695,1997,5.3
Unknown,29.845,80.532,1997,5.6
Unknown,10.568,92.742,1997,5.1
Unknown,27.435,86.638,1996,5
Unknown,28.853,96.021,1996,5
Unknown,35.229,77.848,1996,5
Unknown,35.345,78.133,1996,6.9
Unknown,24.498,92.641,1996,5.4
Unknown,19.33,95.013,1996,6
Unknown,29.345,81.637,1996,5
Unknown,27.433,88.552,1996,5
Unknown,30.111,88.143,1996,5.1
Unknown,30.174,88.178,1996,5.5
Unknown,21.307,94.804,1996,5.2
Unknown,25.169,96.253,1996,5.4
Unknown,35.998,68.76,1996,5
Unknown,21.509,94.853,1996,5.1
Unknown,29.923,88.187,1996,5
Unknown,30.147,88.189,1996,5.7
Unknown,8.275,94.22,1996,5.2
Unknown,28.612,68.999,1996,5.1
Unknown,28.325,92.201,1996,5.2
Unknown,27.825,87.821,1996,5
Unknown,7.134,94.477,1996,5.4
Unknown,6.973,94.513,1996,5.8
Unknown,31.496,73.461,1996,5.2
Unknown,35.685,78.497,1996,5.3
Unknown,10.475,92.698,1996,5.2
Unknown,30.905,91.523,1996,5.1
Unknown,34.488,97.474,1995,5
Unknown,34.511,97.351,1995,5.7
Unknown,26.852,96.059,1995,5.1
Unknown,32.896,92.201,1995,5.1
Unknown,8.845,93.678,1995,5.2
Unknown,32.624,69.68,1995,5.7
Unknown,17.899,96.457,1995,6.1
Unknown,25.29,95.155,1995,5.2
Unknown,24.987,95.294,1995,6.4
Unknown,27.635,92.371,1995,5.5
Unknown,18.62,93.767,1995,5
Unknown,19.486,96.211,1995,5.1
Unknown,35.655,80.663,1994,5.5
Unknown,13.004,93.473,1994,5.1
Unknown,35.833,90.737,1994,5.2
Unknown,13.661,95.689,1994,5.3
Unknown,25.54,96.657,1994,5.9
Unknown,10.215,93.774,1994,5.1
Unknown,8.121,93.935,1994,5.2
Unknown,33.154,88.125,1994,5.2
Unknown,34.245,91.814,1994,5.5
Unknown,17.974,96.415,1994,5.8
Unknown,34.927,89.205,1994,5.2
Unknown,10.517,94.36,1994,5.4
Unknown,10.634,94.382,1994,5.5
Unknown,10.71,94.458,1994,5.1
Unknown,24.721,95.2,1994,6.1
Unknown,21.514,93.981,1994,5.8
Unknown,31.068,86.549,1994,5.4
Unknown,29.149,81.371,1994,5
Unknown,32.541,93.684,1994,5.1
Unknown,32.567,93.673,1994,5.9
Unknown,28.736,70.07,1994,5.9
Unknown,20.556,94.16,1994,6.5
Unknown,7.646,94.279,1994,5.9
Unknown,24.802,94.548,1994,5
Unknown,24.978,95.539,1994,5
Unknown,24.639,94.788,1994,5.1
Unknown,26.188,96.867,1994,5.9
Unknown,17.228,73.523,1994,5
Unknown,25.231,97.203,1994,6.1
Unknown,17.074,73.634,1993,5.1
Unknown,6.818,78.301,1993,5.2
Unknown,17.369,77.468,1993,5
Unknown,28.723,82.28,1993,5.1
Unknown,28.776,82.256,1993,5
Unknown,11.815,92.529,1993,5.3
Unknown,18.092,76.441,1993,5
Unknown,18.066,76.451,1993,6.2
Unknown,33.322,75.74,1993,5
Unknown,30.34,94.831,1993,5.1
Unknown,6.571,94.668,1993,5.9
Unknown,6.684,93.577,1993,5
Unknown,20.641,71.365,1993,5
Unknown,6.537,95.546,1993,5
Unknown,35.629,77.788,1993,5
Unknown,35.568,78.407,1993,5.1
Unknown,28.835,96.082,1993,5
Unknown,32.981,96.053,1993,5
Unknown,11.997,95.026,1993,5.2
Unknown,35.653,77.652,1993,5.2
Unknown,23.232,94.498,1993,5.1
Unknown,29.091,87.349,1993,5.1
Unknown,24.68,95.1,1993,5
Unknown,28.994,87.383,1993,5.2
Unknown,29.084,87.333,1993,6.2
Unknown,12.147,95.082,1993,5.3
Unknown,33.527,72.508,1993,5
Unknown,25.85,87.473,1993,5
Unknown,30.837,90.373,1993,5.9
Unknown,34.568,88.053,1992,5.2
Unknown,25.473,91.414,1992,5
Unknown,9.291,93.479,1992,6
Unknown,20.365,94.34,1992,5.2
Unknown,19.004,96.277,1992,5.4
Unknown,11.645,93.59,1992,5.3
Unknown,35.84,71.026,1992,5
Unknown,31.678,70.09,1992,5
Unknown,34.66,80.122,1992,5.2
Unknown,30.135,92.105,1992,5
Unknown,29.584,90.163,1992,6.1
Unknown,21.005,89.973,1992,5.3
Unknown,21.056,93.686,1992,5.2
Unknown,11.709,92.509,1992,5.1
Unknown,35.139,81.131,1992,5
Unknown,24.027,95.932,1992,6.3
Unknown,28.984,81.913,1992,5.2
Unknown,33.377,71.317,1992,6.3
Unknown,24.315,94.898,1992,5.7
Unknown,35.696,80.661,1992,5.7
Unknown,33.566,72.31,1992,5.1
Unknown,20.927,94.586,1992,5.6
Unknown,24.874,95.231,1992,5.2
Unknown,33.832,72.905,1992,5
Unknown,9.216,92.833,1992,5.1
Unknown,25.195,92.225,1992,5
Unknown,29.627,95.646,1992,5.1
Unknown,29.61,95.521,1992,5.6
Unknown,35.515,74.529,1992,5.5
Unknown,34.566,93.164,1992,5.2
Unknown,9.311,86.964,1992,5.7
Unknown,31.954,69.991,1992,5.4
Unknown,33.966,88.942,1991,5
Unknown,33.917,88.863,1991,5.2
Unknown,24.72,93.103,1991,5.4
Unknown,33.976,88.84,1991,5.1
Unknown,29.543,81.632,1991,5.6
Unknown,24.059,93.913,1991,5.1
Unknown,24.015,93.986,1991,5.5
Unknown,26.323,70.607,1991,5.4
Unknown,30.78,78.774,1991,6.8
Unknown,35.921,69.862,1991,5
Unknown,6.19,94.835,1991,5
Unknown,10.746,92.843,1991,5.1
Unknown,6.669,94.661,1991,5.3
Unknown,6.882,94.609,1991,5.9
Unknown,6.937,94.531,1991,5.8
Unknown,25.099,88.791,1991,5
Unknown,8.439,94.629,1991,5.1
Unknown,30.363,94.87,1991,5
Unknown,8.224,94.112,1991,5.5
Unknown,12.525,93.874,1991,5.5
Unknown,21.531,94.02,1991,5
Unknown,26.637,93.187,1991,5.3
Unknown,14.892,96.327,1991,5.2
Unknown,12.627,95.11,1991,5.5
Unknown,24.249,93.705,1991,5.4
Unknown,6.862,95.208,1991,5.2
Unknown,15.844,95.701,1991,5.4
Unknown,15.746,95.738,1991,6
Unknown,7.23,93.447,1991,5.3
Unknown,35.993,70.423,1991,6.9
Unknown,26.029,95.292,1991,5
Unknown,34.025,73.798,1991,5.2
Unknown,24.733,95.232,1991,5.3
Unknown,24.012,95.978,1991,5.2
Unknown,23.613,95.901,1991,7
Unknown,26.619,92.579,1990,5
Unknown,8.257,94.061,1990,6.1
Unknown,33.331,75.712,1990,5.3
Unknown,12.156,93.644,1990,5.3
Unknown,24.308,94.488,1990,5
Unknown,23.895,92.937,1990,5.2
Unknown,12.212,93.749,1990,5.4
Unknown,35.329,71.587,1990,5.3
Unknown,35.121,70.486,1990,5.8
Unknown,32.53,94.027,1990,5
Unknown,29.741,79.791,1990,5.1
Unknown,26.645,92.673,1990,5.2
Unknown,11.791,95.034,1990,5.2
Unknown,7.507,93.975,1990,6
Unknown,15.308,94.029,1990,5
Unknown,32.434,92.802,1990,5.2
Unknown,7.329,94.308,1990,5.6
Unknown,26.437,93.318,1990,5.3
Unknown,34.018,69.742,1990,5.3
Unknown,35.589,73.877,1990,5.4
Unknown,33.192,68.294,1990,5.1
Unknown,35.814,70.943,1990,5.1
Unknown,25.452,96.559,1990,5.2
Unknown,23.03,94.011,1990,5
Unknown,24.946,93.104,1990,5.1
Unknown,29.216,90.092,1990,5
Unknown,6.104,94.683,1990,5
Unknown,35.786,80.757,1990,5.3
Unknown,11.654,95.143,1990,5.9
Unknown,24.516,94.682,1990,5.2
Unknown,24.753,95.241,1990,6.3
Unknown,11.591,95.017,1990,5.7
Unknown,28.225,88.163,1990,5.5
Unknown,21.184,93.746,1989,5.5
Unknown,21.24,93.79,1989,5.3
Unknown,20.697,94.968,1989,5.4
Unknown,24.559,94.707,1989,5.2
Unknown,22.809,94.56,1989,5.6
Unknown,23.851,94.387,1989,5
Unknown,21.861,89.763,1989,5.8
Unknown,27.243,87.886,1989,5
Unknown,35.22,91.575,1989,5.3
Unknown,6.955,94.592,1989,5.2
Unknown,24.472,92.505,1989,5.5
Unknown,29.177,90.077,1989,5.2
Unknown,25.17,94.652,1989,5.6
Unknown,26.987,92.751,1989,5.1
Unknown,21.754,97.941,1989,5.8
Unknown,7.604,94.029,1989,5.3
Unknown,7.617,94.121,1989,5.4
Unknown,26.216,96.866,1989,5.3
Unknown,6.317,92.269,1989,5.8
Unknown,30.231,89.958,1989,5.4
Unknown,18.299,94.123,1989,5.2
Unknown,27.624,91.154,1988,5
Unknown,23.151,93.359,1988,5.2
Unknown,34.333,91.93,1988,5.6
Unknown,34.354,91.88,1988,6.2
Unknown,27.871,85.648,1988,5.2
Unknown,20.32,94.395,1988,5.1
Unknown,27.175,88.293,1988,5
Unknown,25.303,95.099,1988,5.2
Unknown,26.755,86.616,1988,6.9
Unknown,25.32,95.156,1988,5.1
Unknown,25.149,95.127,1988,7.3
Unknown,13.957,93.236,1988,5.1
Unknown,9.549,93.819,1988,5
Unknown,22.078,94.251,1988,5.1
Unknown,28.998,94.779,1988,5.1
Unknown,12.169,92.837,1988,5.2
Unknown,27.042,86.694,1988,5.4
Unknown,11.079,93.469,1988,5.3
Unknown,18.382,95.074,1988,5.2
Unknown,24.688,91.57,1988,5.9
Unknown,30.183,94.892,1988,5.3
Unknown,20.349,96,1988,5.2
Unknown,14.528,96.009,1987,5.2
Unknown,33.115,86.961,1987,5
Unknown,29.856,90.484,1987,5
Unknown,29.866,90.44,1987,5
