Location,Latitude,Longitude,Year,Magnitude
Unknown,26.689,93.414,1987,5.1
Unknown,23.089,94.402,1987,5.3
Unknown,29.502,83.714,1987,5.6
Unknown,25.271,94.202,1987,6.3
Unknown,24.124,94.655,1987,5.1
Unknown,22.457,93.593,1987,5.3
Unknown,28.642,95.921,1987,5.1
Unknown,28.385,83.682,1987,5.2
Unknown,6.783,95.12,1986,5.8
Unknown,32.192,94.59,1986,5
Unknown,32.651,93.118,1986,5.1
Unknown,32.582,93.012,1986,5
Unknown,33.993,96.32,1986,5
Unknown,26.902,96.425,1986,5.2
Unknown,13.034,93.354,1986,5.1
Unknown,25.385,92.077,1986,5.2
Unknown,31.546,85.067,1986,5.2
Unknown,34.572,91.633,1986,6.4
Unknown,11.709,95.297,1986,5.1
Unknown,23.753,94.177,1986,5.5
Unknown,26.866,95.035,1986,5.4
Unknown,31.26,86.91,1986,5.1
Unknown,31.049,77.997,1986,5.5
Unknown,34.424,80.161,1986,6
Unknown,15.188,96.201,1986,5.6
Unknown,15.168,96.314,1986,5.5
Unknown,26.311,96.899,1986,5
Unknown,31.24,86.847,1986,6.1
Unknown,7.799,94.517,1986,5.9
Unknown,9.117,93.489,1986,5.9
Unknown,35.977,69.065,1986,5
Unknown,29.627,69.363,1986,5.3
Unknown,32.128,76.374,1986,5.5
Unknown,22.839,94.523,1986,5.1
Unknown,24.46,94.807,1986,5
Unknown,34.682,82.968,1986,5
Unknown,25.136,91.184,1986,5.3
Unknown,34.67,82.938,1986,5
Unknown,23.903,92.987,1986,5.4
Unknown,8.8,94.165,1986,6
Unknown,21.092,95.603,1986,5.1
Unknown,34.151,69.544,1986,5.7
Unknown,28.648,86.527,1986,5.2
Unknown,26.93,88.325,1986,5
Unknown,10.551,93.815,1986,5
Unknown,27.13,92.071,1985,5
Unknown,8.544,93.764,1985,5.1
Unknown,27.133,92.537,1985,5.3
Unknown,25.419,97.682,1985,5.1
Unknown,14.82,93.631,1985,5.1
Unknown,25.405,97.696,1985,5.5
Unknown,25.448,97.714,1985,5
Unknown,29.177,95.176,1985,5.7
Unknown,19.238,97.308,1985,5
Unknown,18.367,87.188,1985,5.5
Unknown,34.62,82.992,1985,5.3
Unknown,35.899,68.878,1985,5
Unknown,30.886,73.394,1985,5
Unknown,35.489,87.173,1985,5.8
Unknown,30.91,70.31,1985,5.5
Unknown,30.788,70.337,1985,5.1
Unknown,30.885,70.269,1985,5.9
Unknown,30.771,70.289,1985,5.3
Unknown,8.494,93.653,1985,5.6
Unknown,8.515,93.711,1985,5.4
Unknown,26.218,96.013,1985,5.3
Unknown,35.527,87.283,1985,5.6
Unknown,24.325,69.929,1985,5
Unknown,11.465,95.038,1985,5.3
Unknown,6.445,94.863,1985,5.2
Unknown,6.242,94.727,1985,5
Unknown,28.323,96.036,1985,5.4
Unknown,35.935,70.953,1985,5.1
Unknown,34.306,82.422,1985,5
Unknown,24.765,94.454,1985,5
Unknown,32.879,95.356,1985,5
Unknown,14.075,90.763,1985,5.1
Unknown,27.152,91.986,1985,5.6
Unknown,7.088,94.655,1985,5.1
Unknown,24.641,92.891,1984,6
Unknown,27.409,96.807,1984,5.3
Unknown,26.697,97.085,1984,5.7
Unknown,28.799,84.073,1984,5.3
Unknown,15.56,95.802,1984,5.1
Unknown,25.363,91.468,1984,5.1
Unknown,26.524,92.188,1984,5.2
Unknown,10.79,93.095,1984,5
Unknown,34.185,92.968,1984,5.3
Unknown,10.888,94.738,1984,5.1
Unknown,10.861,94.808,1984,5
Unknown,10.946,94.769,1984,5.1
Unknown,10.844,94.771,1984,5.2
Unknown,10.763,94.815,1984,5
Unknown,10.98,94.566,1984,5
Unknown,10.966,94.577,1984,5.4
Unknown,10.874,94.631,1984,5.3
Unknown,10.816,94.894,1984,5.1
Unknown,10.851,94.618,1984,5.5
Unknown,10.895,94.869,1984,5
Unknown,10.861,94.79,1984,5.4
Unknown,10.932,94.616,1984,5.4
Unknown,10.798,94.774,1984,5.3
Unknown,10.981,94.648,1984,5.4
Unknown,11.235,94.72,1984,5.2
Unknown,10.863,94.735,1984,5.1
Unknown,11.009,94.738,1984,5.2
Unknown,11.096,94.678,1984,5.1
Unknown,11.764,94.408,1984,5
Unknown,11.114,94.723,1984,5.4
Unknown,11.304,94.675,1984,5.3
Unknown,11.255,94.739,1984,5
Unknown,34.672,70.594,1984,5
Unknown,15.675,94.358,1984,5
Unknown,23.721,91.588,1984,5.3
Unknown,29.577,81.869,1984,5.6
Unknown,31.487,72.795,1984,5
Unknown,24.257,93.545,1984,6
Unknown,31.667,82.272,1984,5
Unknown,16.334,87.63,1984,5
Unknown,11.847,95.009,1984,5.2
Unknown,11.671,95.068,1984,5
Unknown,29.788,68.716,1984,5.2
Unknown,29.99,78.871,1984,5.1
Unknown,12.909,93.588,1984,5.2
Unknown,34.216,79.636,1984,5.2
Unknown,24.543,94.661,1984,5.5
Unknown,29.867,80.546,1984,5
Unknown,34.515,70.312,1984,5
Unknown,34.616,70.484,1984,6.1
Unknown,30.288,96.614,1984,5.1
Unknown,28.594,96.365,1984,5
Unknown,34.685,73.019,1984,5.3
Unknown,19.674,94.58,1984,5.2
Unknown,7.12,94.303,1983,5.2
Unknown,12.77,95.675,1983,5
Unknown,35.994,69.115,1983,5.6
Unknown,12.849,95.58,1983,5.1
Unknown,12.663,95.462,1983,5
Unknown,12.685,95.479,1983,5
Unknown,12.636,95.434,1983,5.4
Unknown,13.15,95.737,1983,5.2
Unknown,12.681,95.594,1983,5
Unknown,26.174,96.099,1983,5.1
Unknown,33.967,89.95,1983,5.2
Unknown,22.042,94.375,1983,5.3
Unknown,17.384,73.979,1983,5.11
Unknown,25.478,95.709,1983,5.2
Unknown,20.503,92.995,1983,5.1
Unknown,7.906,93.157,1983,5.3
Unknown,25.092,94.711,1983,5.6
Unknown,24.554,95.128,1983,5.1
Unknown,30.468,96.724,1983,5.2
Unknown,34.226,92.944,1983,5.2
Unknown,34.534,79.734,1983,5
Unknown,22.053,94.34,1983,5.1
Unknown,34.237,92.595,1983,5
Unknown,28.646,96.004,1983,5
Unknown,32.613,78.553,1983,5.3
Unknown,12.917,92.961,1983,5.2
Unknown,12.906,93.483,1983,5
Unknown,26.894,92.893,1983,5.2
Unknown,12.942,93.582,1983,6.8
Unknown,26.898,97.014,1983,5
Unknown,24.232,94.432,1983,5.1
Unknown,26.159,91.641,1982,5
Unknown,29.965,70.183,1982,5
Unknown,11.687,92.955,1982,5.3
Unknown,27.761,94.919,1982,5.1
Unknown,34.583,70.508,1982,5.7
Unknown,7.042,94.372,1982,5.1
Unknown,35.847,82.494,1982,5.2
Unknown,25.381,91.472,1982,5
Unknown,25.91,90.315,1982,5.1
Unknown,19.531,90.615,1982,5.2
Unknown,34.642,69.808,1982,5
Unknown,7.564,94.023,1982,5.5
Unknown,31.583,71.41,1982,5.2
Unknown,29.889,94.901,1982,5.1
Unknown,7.432,93.954,1982,5.2
Unknown,18.519,86.276,1982,5.5
Unknown,7.51,94.035,1982,5.1
Unknown,27.419,88.864,1982,5.1
Unknown,23.588,95.532,1982,5
Unknown,28.579,68.773,1982,5.1
Unknown,11.06,92.309,1982,5.1
Unknown,35.587,73.762,1982,5.4
Unknown,31.649,82.309,1982,5.1
Unknown,6.858,94.036,1982,5.1
Unknown,21.451,94.661,1982,5.4
Unknown,31.539,82.34,1982,5
Unknown,31.557,82.29,1982,5
Unknown,31.582,82.205,1982,6
Unknown,31.696,82.246,1982,6.5
Unknown,30.829,89.822,1982,5.3
Unknown,7.119,93.944,1982,6.2
Unknown,7.045,94.026,1982,5.2
Unknown,7.121,94.099,1982,5
Unknown,6.946,94.002,1982,6.3
Unknown,13.731,95.87,1981,5.2
Unknown,13.735,95.915,1981,5
Unknown,29.546,68.957,1981,5.4
Unknown,12.198,92.855,1981,5.7
Unknown,35.594,73.589,1981,5.1
Unknown,35.693,73.594,1981,6.2
Unknown,35.506,70.321,1981,5
Unknown,26.693,96.064,1981,5.2
Unknown,25.489,96.619,1981,5.1
Unknown,25.153,97.982,1981,5.1
Unknown,11.143,95.277,1981,5.1
Unknown,22.489,95.125,1981,5
Unknown,31.704,78.335,1981,5
Unknown,34.501,91.444,1981,6
Unknown,31.851,78.411,1981,5.6
Unknown,29.504,81.942,1981,5.1
Unknown,22.964,94.593,1981,5
Unknown,24.941,95.384,1981,5.7
Unknown,8.073,85.458,1981,5.2
Unknown,30.294,69.424,1981,5
Unknown,31.39,73.216,1981,5.1
Unknown,27.038,89.752,1981,5.1
Unknown,22.716,93.897,1980,5.3
Unknown,27.394,88.752,1980,6.1
Unknown,23.934,91.292,1980,5
Unknown,8.398,93.35,1980,6.2
Unknown,29.214,70.137,1980,5.1
Unknown,29.17,81.208,1980,5
Unknown,31.354,87.666,1980,5
Unknown,35.131,77.105,1980,5.1
Unknown,35.598,82.073,1980,5.5
Unknown,17.312,73.584,1980,5.3
Unknown,17.179,73.707,1980,5.5
Unknown,15.869,94.701,1980,5.5
Unknown,32.834,75.629,1980,5.2
Unknown,32.913,75.633,1980,5.2
Unknown,10.743,92.806,1980,5
Unknown,24.784,94.587,1980,5.1
Unknown,35.676,77.578,1980,5
Unknown,29.598,81.092,1980,6.5
Unknown,29.331,81.258,1980,5.7
Unknown,32.821,88.517,1980,5.4
Unknown,30.1,81.768,1980,5.1
Unknown,30.659,88.6,1980,5.1
Unknown,10.659,93.825,1980,5.1
Unknown,29.925,68.166,1980,5.1
Unknown,33.019,75.918,1980,5
Unknown,30.159,95.501,1980,5.1
Unknown,21.335,93.804,1980,5.1
Unknown,34.245,87.76,1980,5
Unknown,35.988,91.835,1980,5
Unknown,30.506,88.583,1980,6.2
Unknown,6.774,92.792,1980,5.1
Unknown,6.641,92.66,1980,5
Unknown,6.703,92.61,1980,5.5
Unknown,12.353,95.192,1980,5.1
Unknown,30.628,78.445,1979,5
Unknown,27.089,97.036,1979,5.5
Unknown,29.979,95.429,1979,5.2
Unknown,25.236,96.289,1979,5.1
Unknown,6.393,91.204,1979,5.2
Unknown,18.114,94.816,1979,5.6
Unknown,29.004,95.791,1979,5.1
Unknown,32.731,85.528,1979,5.1
Unknown,24.204,94.939,1979,5
Unknown,11.989,92.859,1979,5.1
Unknown,26.741,87.506,1979,5.1
Unknown,7.308,94.412,1979,5.2
Unknown,24.497,94.724,1979,5.3
Unknown,30.029,80.31,1979,5.9
Unknown,32.152,96.961,1979,5.8
Unknown,22.974,95.938,1979,5.1
Unknown,20.898,93.752,1979,5.3
Unknown,16.566,95.95,1978,5
Unknown,32.724,85.823,1978,5.2
Unknown,14.564,96.514,1978,5.1
Unknown,27.834,85.963,1978,5.2
Unknown,16.603,95.857,1978,5.7
Unknown,26.449,96.933,1978,5.1
Unknown,32.355,83.043,1978,5.2
Unknown,35.378,81.947,1978,5.4
Unknown,32.31,76.522,1978,5
Unknown,6.341,94.154,1978,5
Unknown,33.438,73.532,1978,5
Unknown,35.069,72.964,1978,5
Unknown,33.033,82.285,1978,6
Unknown,23.088,94.715,1978,5.1
Unknown,23.282,94.14,1978,5
Unknown,28.072,84.644,1978,5.2
Unknown,12.863,93.07,1978,5.6
Unknown,12.679,93.029,1978,5
Unknown,12.796,93.016,1978,5.5
Unknown,23.039,94.707,1978,5.1
Unknown,24.759,95.172,1978,5.1
Unknown,29.638,68.757,1978,5
Unknown,23.636,92.386,1977,5.1
Unknown,26.376,96.983,1977,5.16
Unknown,32.837,76.634,1977,5.1
Unknown,35.601,94.518,1977,5
Unknown,32.693,88.388,1977,6.5
Unknown,26.471,93.114,1977,5
Unknown,9.458,93.794,1977,5.1
Unknown,23.484,93.353,1977,5.2
Unknown,9.5,93.929,1977,5
Unknown,29.518,81.096,1977,5
Unknown,9.342,93.137,1977,5.4
Unknown,30.288,94.85,1977,5
Unknown,35.527,70.306,1977,5.2
Unknown,21.747,92.99,1977,5.7
Unknown,32.706,78.545,1977,5
Unknown,34.701,81.258,1977,5.1
Unknown,8.361,93.766,1977,5.1
Unknown,31.786,78.417,1977,5.4
Unknown,33.595,73.253,1977,5.2
Unknown,35.903,70.749,1977,5
Unknown,34.549,70.972,1977,5.1
Unknown,31.048,88.052,1977,5.2
Unknown,33.34,93.914,1976,5.1
Unknown,23.126,94.606,1976,5
Unknown,7.601,94.031,1976,5
Unknown,7.494,93.811,1976,5.9
Unknown,28.676,86.228,1976,5.1
Unknown,35.887,70.815,1976,5
Unknown,31.771,78.348,1976,5
Unknown,29.817,81.39,1976,5
Unknown,29.795,89.559,1976,5.5
Unknown,32.046,78.684,1976,5.4
Unknown,26.68,97.07,1976,6.4
Unknown,6.982,94.312,1976,5.6
Unknown,8.249,94.073,1976,5.3
Unknown,29.955,68.131,1976,5.3
Unknown,21.415,88.79,1976,5.3
Unknown,24.575,68.41,1976,5.2
Unknown,29.284,81.46,1976,5.2
Unknown,10.281,92.875,1976,5.7
Unknown,6.355,97.655,1976,5.4
Unknown,7.335,94.348,1976,5
Unknown,7.494,94.398,1976,5.2
Unknown,21.817,95.417,1976,5.5
Unknown,7.477,94.293,1976,5.3
Unknown,7.448,94.369,1976,5
Unknown,31.32,76.953,1976,5
Unknown,33.021,76.186,1976,5
Unknown,32.854,75.964,1976,5.4
Unknown,18.136,96.431,1975,5.2
Unknown,26.82,97.156,1975,5.3
Unknown,23.678,94.333,1975,5.2
Unknown,32.841,75.989,1975,5.1
Unknown,32.825,76.19,1975,5
Unknown,33.017,76.095,1975,5.4
Unknown,33.029,76.022,1975,5.4
Unknown,28.343,87.636,1975,5.1
Unknown,26.925,86.514,1975,5.19
Unknown,33.29,95.325,1975,5.2
Unknown,7.268,94.393,1975,5
Unknown,7.461,94.429,1975,5.2
Unknown,7.245,94.367,1975,5.2
Unknown,32.035,78.809,1975,5.2
Unknown,32.901,75.991,1975,5.2
Unknown,8.663,94.065,1975,5
Unknown,18.297,96.367,1975,5.1
Unknown,31.973,78.476,1975,5.1
Unknown,29.283,82.161,1975,5.1
Unknown,9.307,94.186,1975,5
Unknown,32.555,78.457,1975,5.5
Unknown,26.509,96.387,1975,5.2
Unknown,31.92,78.605,1975,5.3
Unknown,21.485,94.7,1975,6.5
Unknown,13.063,93.241,1975,5.1
Unknown,22.66,94.995,1975,5.1
Unknown,29.099,95.623,1975,5
Unknown,27.473,87.294,1975,5.2
Unknown,28.231,95.9,1975,5.1
Unknown,35.866,79.848,1975,5.8
Unknown,26.551,97.001,1975,5.4
Unknown,26.592,96.99,1975,5.2
Unknown,26.642,97.025,1975,5.6
Unknown,23.872,94.108,1975,5.3
Unknown,35.16,80.801,1975,5.5
Unknown,12.145,93.721,1975,5
Unknown,35.942,79.934,1975,5
Unknown,33.093,92.924,1975,6.1
Unknown,35.963,80.148,1975,5.1
Unknown,35.829,80.036,1975,5
Unknown,35.88,80.016,1975,5.9
Unknown,35.819,79.915,1975,6.3
Unknown,27.238,86.902,1975,5.1
Unknown,6.297,95.236,1975,5.1
Unknown,34.939,73.05,1975,5
Unknown,19.754,68.398,1975,5.2
Unknown,29.551,68.601,1975,5.5
Unknown,29.969,68.978,1975,5.1
Unknown,35.167,86.571,1975,5.8
Unknown,29.629,68.516,1975,5.2
Unknown,34.009,95.479,1975,5.1
Unknown,11.108,95.145,1975,5.2
Unknown,24.135,93.548,1975,5
Unknown,17.638,97.902,1975,5.9
Unknown,32.595,78.529,1975,5.1
Unknown,28.1,84.729,1975,5.4
Unknown,32.464,78.728,1975,5
Unknown,14.65,96.139,1975,5.5
Unknown,32.131,78.642,1975,5
Unknown,31.95,78.521,1975,6
Unknown,32.455,78.43,1975,6.8
Unknown,32.437,78.599,1975,5.3
Unknown,35.991,69.718,1974,5.3
Unknown,35.205,72.955,1974,5
Unknown,35.041,72.951,1974,5
Unknown,35.128,72.923,1974,5
Unknown,35.054,72.87,1974,6.2
Unknown,29.412,81.393,1974,5.2
Unknown,20.071,95.181,1974,5.1
Unknown,20.211,97.964,1974,5.12
Unknown,34.68,87.218,1974,5
Unknown,28.596,85.496,1974,5.6
Unknown,35.449,80.639,1974,5
Unknown,35.543,71.512,1974,5.3
Unknown,10.501,92.785,1974,5.3
Unknown,26.949,71.704,1974,5
Unknown,35.938,70.179,1974,5
Unknown,21.325,93.536,1974,5
Unknown,27.727,86.11,1974,5.7
Unknown,33.1,69.376,1974,5
Unknown,30.825,86.292,1974,5.3
Unknown,35.963,70.865,1974,5
Unknown,11.446,92.357,1974,6.1
Unknown,11.43,92.346,1974,6
Unknown,6.913,91.337,1974,5.2
Unknown,22.484,93.363,1973,5.1
Unknown,34.187,74.051,1973,5.2
Unknown,35.881,73.261,1973,5
Unknown,33.009,86.723,1973,5
Unknown,34.657,80.968,1973,5.2
Unknown,29.261,69.773,1973,5.1
Unknown,9.912,93.752,1973,5.2
Unknown,6.019,93.976,1973,5.1
Unknown,33.062,75.731,1973,5
Unknown,33.113,75.891,1973,5.4
Unknown,28.219,82.945,1973,5.2
Unknown,33.175,86.723,1973,5.1
Unknown,33.243,86.749,1973,5.5
Unknown,7.103,84.307,1973,5.9
Unknown,33.081,86.877,1973,5.5
Unknown,23.334,94.51,1973,5.3
Unknown,10.472,93.893,1973,5.1
Unknown,35.112,86.423,1973,5.3
Unknown,35.549,96.06,1973,5.2
Unknown,35.071,86.45,1973,5.4
Unknown,35.256,86.602,1973,5.9
Unknown,35.178,86.481,1973,6.9
Unknown,10.686,92.583,1973,5.7
Unknown,23.612,94.841,1973,5.2
Unknown,27.24,92.474,1973,5.2
Unknown,11.583,95.07,1973,5
Unknown,24.281,93.548,1973,5.9
Unknown,35.608,69.702,1973,5.1
Unknown,33.32,68.109,1973,5.1
Unknown,6.966,91.384,1973,6.6
Unknown,28.135,86.993,1973,5.2
Unknown,6.779,94.288,1973,5.1
Unknown,35.817,73.289,1973,5
Unknown,29.307,68.491,1973,5.2
Unknown,29.272,68.564,1973,5.3
Unknown,29.49,68.595,1973,5
Unknown,29.284,68.571,1973,5.6
Unknown,32.712,68.347,1973,5
Unknown,33.209,75.715,1973,5.1
Unknown,35.992,70.581,1973,5.2
Unknown,31.241,88.088,1973,5.2
Unknown,33.653,87.627,1972,5.19
Unknown,34.732,70.396,1972,5.61
Unknown,35.648,69.853,1972,5.87
Unknown,34.15,69.689,1972,5.42
Unknown,35.885,73.299,1972,5.25
Unknown,35.931,73.437,1972,5.39
Unknown,35.907,73.372,1972,5.5
Unknown,35.039,72.891,1972,5.22
Unknown,33.99,72.723,1972,5.33
Unknown,35.853,73.596,1972,5.27
Unknown,35.926,73.4,1972,5.59
Unknown,35.924,73.3,1972,5.15
Unknown,32.398,78.414,1972,5.28
Unknown,35.89,73.33,1972,5.42
Unknown,35.962,73.507,1972,5.21
Unknown,35.941,73.387,1972,5.98
Unknown,35.84,73.392,1972,5.29
Unknown,35.812,73.388,1972,5.16
Unknown,35.998,73.341,1972,5.4
Unknown,35.947,73.398,1972,5.46
Unknown,35.921,73.347,1972,5.79
Unknown,35.919,73.416,1972,6.2
Unknown,27.375,87.999,1972,5.12
Unknown,32.488,93.505,1972,5.33
Unknown,7.92,94.035,1972,5.77
Unknown,31.356,91.444,1972,5.9
Unknown,32.571,95.914,1972,5.48
Unknown,29.776,70.283,1972,5.25
Unknown,29.69,70.307,1972,5.31
Unknown,33.473,71.415,1972,5.29
Unknown,17.071,94.819,1972,5.45
Unknown,31.323,84.944,1972,5.25
Unknown,35.02,81.281,1972,5.13
Unknown,30.579,84.387,1972,5.35
Unknown,33.939,72.711,1972,5.26
Unknown,34.479,80.474,1972,5.16
Unknown,30.338,84.454,1972,5.28
Unknown,25.206,94.708,1971,5.71
Unknown,35.106,73.003,1971,5.31
Unknown,35.591,74.157,1971,5.28
Unknown,21.419,93.778,1971,5.18
Unknown,10.142,92.987,1971,5.65
Unknown,34.152,86.519,1971,5.25
Unknown,23.076,95.836,1971,5.4
Unknown,22.958,95.915,1971,5.22
Unknown,33.041,69.846,1971,5.26
Unknown,12.447,95.084,1971,5.55
Unknown,13.595,95.874,1971,5.88
Unknown,26.469,93.127,1971,5.5
Unknown,7.045,94.66,1971,6.16
Unknown,9.304,92.497,1971,5.53
Unknown,32.193,95.181,1971,5.23
Unknown,25.266,96.505,1971,5.73
Unknown,25.211,96.187,1971,5.15
Unknown,25.264,96.389,1971,6.18
Unknown,25.25,96.301,1971,5.28
Unknown,32.299,92.1,1971,5.6
Unknown,35.512,71.16,1971,5.74
Unknown,30.739,84.443,1971,5.5
Unknown,34.42,73.578,1971,5.19
Unknown,32.191,95.207,1971,5.71
Unknown,32.158,95.042,1971,5.8
Unknown,26.086,96.687,1971,5.28
Unknown,11.941,95.112,1971,6.29
Unknown,19.028,96.228,1971,5.14
Unknown,23.738,91.591,1971,5.4
Unknown,29.199,69.095,1971,5.16
Unknown,9.131,93.926,1970,6.36
Unknown,21.839,94.145,1970,5.21
Unknown,24.9,91.659,1970,5.3
Unknown,25.977,95.34,1970,7
Unknown,25.595,88.704,1970,5.39
Unknown,27.977,84.76,1970,5.24
Unknown,28.956,95.679,1970,5.17
Unknown,24.041,94.011,1970,5.31
Unknown,33.241,73.422,1970,5.13
Unknown,21.63,73.053,1970,5.36
Unknown,34.022,86.338,1970,5.13
Unknown,26.832,96.958,1970,5.44
Unknown,32.376,76.608,1970,5.11
Unknown,27.653,85.914,1970,5.41
Unknown,27.444,93.973,1970,5.4
Unknown,29.276,81.648,1970,5.4
Unknown,27.631,90.195,1969,5.29
Unknown,24.813,72.45,1969,5.19
Unknown,23.041,94.636,1969,6.34
Unknown,26.303,95.957,1969,5.52
Unknown,30.366,94.607,1969,5.26
Unknown,26.826,92.632,1969,5.25
Unknown,30.499,79.376,1969,5.53
Unknown,31.757,94.622,1969,5.29
Unknown,25.716,91.687,1969,5.16
Unknown,34.556,70.826,1969,5.61
Unknown,30.897,70.475,1969,5.23
Unknown,17.747,80.775,1969,5.7
Unknown,30.076,79.97,1969,5.32
Unknown,23.037,92.311,1969,5.42
Unknown,24.118,91.6,1968,5.37
Unknown,32.293,76.483,1968,5.19
Unknown,33.784,69.955,1968,5.48
Unknown,30.281,94.83,1968,5.13
Unknown,30.317,94.799,1968,5.2
Unknown,30.231,94.878,1968,5.2
Unknown,30.311,94.968,1968,5.18
Unknown,30.032,94.899,1968,5.25
Unknown,26.431,90.559,1968,5.37
Unknown,30.146,94.927,1968,5.15
Unknown,30.316,94.758,1968,5.17
Unknown,30.323,94.876,1968,5.17
Unknown,8.727,93.626,1968,5.75
Unknown,30.353,94.743,1968,5.12
Unknown,30.324,94.75,1968,5.2
Unknown,30.394,94.724,1968,5.2
Unknown,30.26,95.128,1968,5.12
Unknown,30.361,94.878,1968,5.16
Unknown,24.844,91.886,1968,5.48
Unknown,29.818,80.61,1968,5.33
Unknown,26.293,92.301,1968,5.13
Unknown,34.731,72.356,1968,5.27
Unknown,33.904,95.085,1968,5.16
Unknown,34.101,78.686,1968,5.31
Unknown,34.039,78.59,1968,5.29
Unknown,29.77,92.194,1968,5.37
Unknown,13.289,93.144,1968,5.6
Unknown,30.38,79.302,1968,5.26
Unknown,17.326,73.969,1967,5.26
Unknown,11.831,92.985,1967,5.52
Unknown,29.303,81.793,1967,5.31
Unknown,17.253,73.91,1967,5.25
Unknown,17.216,73.825,1967,5.25
Unknown,17.412,73.885,1967,6.54
Unknown,24.088,91.624,1967,5.25
Unknown,25.441,91.759,1967,5.15
Unknown,27.338,91.91,1967,5.79
Unknown,14.596,93.48,1967,5.67
Unknown,24.06,91.62,1967,5.13
Unknown,31.079,93.639,1967,5.38
Unknown,27.854,92.028,1967,5.19
Unknown,33.188,75.701,1967,5.14
Unknown,8.823,93.637,1967,6.07
Unknown,15.563,80.196,1967,5.49
Unknown,26.959,96.403,1967,5.21
Unknown,28.463,94.248,1967,5.7
Unknown,28.445,94.321,1967,5.4
Unknown,33.593,75.36,1967,5.37
Unknown,33.617,75.333,1967,5.5
Unknown,20.407,93.921,1967,5.45
Unknown,13.555,96.463,1967,6.75
Unknown,33.272,75.273,1967,5.12
Unknown,26.107,96.115,1967,5.62
Unknown,29.885,68.25,1966,5.11
Unknown,29.639,80.801,1966,5.48
Unknown,29.599,80.805,1966,5.15
Unknown,29.535,80.823,1966,5.7
Unknown,21.487,94.322,1966,5.73
Unknown,26.082,96.745,1966,5.13
Unknown,33.979,80.93,1966,5.16
Unknown,28.252,83.798,1966,5.23
Unknown,29.945,68.813,1966,5.38
Unknown,33.518,78.716,1966,5.14
Unknown,30.006,68.594,1966,5.22
Unknown,34.749,70.971,1966,5.16
Unknown,27.419,92.576,1966,5.44
Unknown,24.038,97.709,1966,5.29
Unknown,27.021,95.69,1966,5.26
Unknown,29.84,68.543,1966,5.11
Unknown,28.565,78.961,1966,5.6
Unknown,32.687,79.543,1966,5.46
Unknown,29.914,68.658,1966,5.14
Unknown,29.913,69.117,1966,5.25
Unknown,29.878,68.698,1966,5.18
Unknown,29.904,68.786,1966,5.35
Unknown,29.988,68.588,1966,6.17
Unknown,29.906,68.681,1966,5.78
Unknown,29.937,68.778,1966,5.97
Unknown,29.61,80.805,1966,5.49
Unknown,29.567,80.852,1966,5.47
Unknown,29.706,80.935,1966,6.27
Unknown,29.543,80.915,1966,5.71
Unknown,29.615,81.189,1966,5.48
Unknown,29.504,80.845,1966,6
Unknown,24.53,68.68,1966,5.28
Unknown,27.501,96.511,1966,5.19
Unknown,34.548,69.817,1966,5.32
Unknown,34.859,73.081,1966,5.25
Unknown,12.01,92.483,1966,5.81
Unknown,31.642,82.686,1966,5.15
Unknown,32.492,97.443,1966,5.16
Unknown,31.422,80.554,1966,6.3
Unknown,31.525,80.487,1966,6.7
Unknown,26.281,91.474,1966,5.19
Unknown,29.881,69.663,1966,5.21
Unknown,29.958,69.834,1966,5.25
Unknown,30.276,70.041,1966,6.09
Unknown,29.889,69.815,1966,5.37
Unknown,30.116,69.992,1966,5.37
Unknown,29.956,69.761,1966,6.28
Unknown,33.898,73.142,1966,5.42
Unknown,29.953,69.687,1966,5.38
Unknown,30.013,69.606,1966,5.6
Unknown,13.248,95.42,1966,5.84
Unknown,27.317,92.503,1965,5.5
Unknown,17.528,94.771,1965,5.26
Unknown,33.356,91.334,1965,5.35
Unknown,32.692,93.112,1965,5.43
Unknown,32.761,93.118,1965,5.35
Unknown,32.683,93.082,1965,5.19
Unknown,32.819,93.139,1965,5.33
Unknown,24.974,93.689,1965,5.45
Unknown,32.028,87.665,1965,5.45
Unknown,32.052,87.784,1965,5.86
Unknown,31.948,87.577,1965,5.31
Unknown,29.652,95.469,1965,5.48
Unknown,32.05,87.749,1965,5.59
Unknown,28.486,83.041,1965,5.45
Unknown,32.606,78.017,1965,5.38
Unknown,25.9,95.835,1965,5.79
Unknown,29.8,80.271,1965,5.21
Unknown,26.73,92.4,1965,5.32
Unknown,29.732,80.365,1965,5.4
Unknown,25.011,94.186,1965,5.61
Unknown,35.594,73.4,1965,5.29
Unknown,35.966,73.324,1965,5.38
Unknown,27.407,87.735,1965,5.45
Unknown,27.357,87.867,1965,5.9
Unknown,6.716,94.633,1964,6.25
Unknown,28.065,93.798,1964,6.63
Unknown,29.287,80.909,1964,5.4
Unknown,29.829,80.474,1964,5.9
Unknown,10.598,92.834,1964,5.91
Unknown,8.855,93.101,1964,7.1
Unknown,26.982,92.229,1964,5.7
Unknown,27.386,88.304,1964,5.35
Unknown,14.117,96.074,1964,6.4
Unknown,23.473,94.582,1964,5.52
Unknown,24.798,95.182,1964,5.59
Unknown,10.059,92.88,1964,6.04
Unknown,31.745,93.179,1964,5.31
Unknown,26,95.689,1964,5.6
Unknown,30.069,82.174,1964,5.32
Unknown,27.592,90.08,1964,5.53
Unknown,27.04,89.285,1964,5.18
Unknown,18.289,94.415,1964,5.26
Unknown,21.546,94.347,1964,6.05
